id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
347520,tt3145422,0.021498,0,0,The After,Aldis Hodge|Andrew Howard|Arielle Kebbel|Jamie Kennedy|Sharon Lawrence,,Chris Carter,,,Eight strangers are thrown together by mysterious forces and must help each other survive in a violent world that defies explanation.,60,Mystery|Drama|Fantasy,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014,0,0
284288,tt3001638,0.020673,0,0,Mary Kom,Priyanka Chopra|Sunil Thapa|Darshan Kumaar|Robin Das,,Omung Kumar,,sporting event,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,122,Drama,,9/5/14,17,7,2014,0,0
314065,tt3484800,0.015776,0,0,Altar,Olivia Williams|Matthew Modine|Antonia Clarke|Steve Oram|Adam Thomas Wright,,Nick Willing,Some secrets are best left hidden,haunted house|yorkshire england|ghost,A young family find themselves in serious danger when they move to an isolated haunted house in the Yorkshire Moors.,95,Mystery|Horror,Screen Yorkshire|Content Media Corp.|Great Point Media|Pygmalion Productions,12/27/14,23,4.1,2014,0,0
303281,tt3017412,0.015258,0,0,Happy Ending,Govinda|Saif Ali Khan|Kalki Koechlin|Ileana D'Cruz|Kim DeJesus,,Krishna D.K.|Raj Nidimoru,,,Yudiâ€™s happy life is about to encounter a speed breaker-his BMW gets towed away and his dues have started piling up. Heâ€™s run out of money and luck! To make matters worse-his supposed ex-girlfriend isnâ€™t really his ex.,135,Comedy,,11/21/14,12,5.4,2014,0,0
291343,tt3626804,0.012325,0,0,Nowitzki: The Perfect Shot,Dirk Nowitzki|Holger Geschwinder|Kobe Bryant|Michael Finley|Steve Nash,,Sebastian Dehnhardt,,biography|sport|basketball|dallas mavericks,Documentary about basketball star Dirk Nowitzki.,106,Documentary,Broadview Pictures,9/18/14,18,6.8,2014,0,0
245158,tt2925642,0.007622,0,0,Kids for Cash,,,Robert May,,,A look into the judicial scandal that rocked the nation.,102,Documentary|Thriller,,2/7/14,12,7.1,2014,0,0
320420,tt3249478,0.00584399999999999,0,0,Love Me,,,Jonathon Narducci,,mail order bride,"Love Me follows Western men and Ukrainian women as they embark on an unpredictable and riveting journey in search of love through the modern ""mail-order bride"" industry.",94,Documentary,,4/6/14,13,7,2014,0,0
309049,tt3157224,0.147999,0,0,We Still Kill the Old Way,Ian Ogilvy|Alison Doody|Christopher Ellison|Danny-Boy Hatchard|Lysette Anthony,,Sacha Bennett,,,A group of aging London gangsters go on a vigilante killing spree when one of their number is murdered by a street gang.,94,Crime,Richwater Films,12/12/14,11,4.9,2014,0,0
283201,tt3142688,0.005266,2489400,0,Finding Fanny,Deepika Padukone|Arjun Kapoor|Naseeruddin Shah|Dimple Kapadia,,Homi Adajania,If you're looking for love...get lost!,,A man embarks on a road trip to find his lost love.,102,Romance|Comedy|Drama,,9/12/14,15,5.8,2014,2292964.06179047,0
276928,tt3678938,0.004282,0,0,Humpty Sharma Ki Dulhania,Varun Dhawan|Alia Bhatt|Ashutosh Rana|Siddharth Shukla,,Shashank Khaitan,,,The carefree son (Varun Dhawan) of a campus bookstore owner and an unattainable beauty (Alia Bhatt) find that their love-hate relationship is turning into all love.,133,Drama|Comedy|Romance,,7/11/14,23,6.4,2014,0,0
691,tt0076752,2.379469,14000000,185438673,The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,Lewis Gilbert,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,london|submarine|england|assassination|spy,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
5902,tt0075784,1.048838,22000000,50750000,A Bridge Too Far,Dirk Bogarde|James Caan|Michael Caine|Sean Connery|Edward Fox,,Richard Attenborough,Out of the sky comes the screen's most incredible spectacle of men and war!,netherlands|world war ii|operation market garden|panzer|british soldier,Tells the story of operation Market Garden. A failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,175,Drama|History|War,Joseph E. Levine Productions,6/15/77,109,6.4,1977,79151182.7165477,182587387.402945
17689,tt0076070,0.49548,5500000,26414658,The Gauntlet,Clint Eastwood|Sondra Locke|Pat Hingle|William Prince|Bill McKinney,,Clint Eastwood,Clint Eastwood is the man in the middle of The Gauntlet,ambush|prostitute|helicopter|showdown|bus,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,109,Drama|Action|Crime|Thriller,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
11834,tt0076221,0.346062,0,0,Jabberwocky,Michael Palin|Harry H. Corbett|John Le Mesurier|Max Wall|Warren Mitchell,,Terry Gilliam,Jabberwocky: the monster so horrible that people caught the plague to avoid it,father-son relationship|dream|new love|village|weltverbesserer,A medieval tale with Pythonesque humour: After the death of his father the young Dennis Cooper goes to town where he has to pass several adventures. The town and the whole kingdom is threatened by a terrible monster called 'Jabberwocky'. Will Dennis make his fortune? Is anyone brave enough to defeat the monster?,105,Fantasy|Comedy,Umbrella Films|Python Films,3/28/77,21,5.8,1977,0,0
50374,tt0075765,0.280166,0,0,Black Sunday,Robert Shaw|Bruce Dern|Marthe Keller|Fritz Weaver|Steven Keats,,John Frankenheimer,It could be tomorrow!,thriller|american football stadium|dirigible,An Israeli anti-terrorist agent must stop a disgruntled Vietnam vet cooperating in a plot to commit a terrorist plot at the Super Bowl.,143,Action|Adventure|Drama|Thriller,Paramount Pictures,3/11/77,13,6.1,1977,0,0
38985,tt0076740,0.219941,22000000,12000000,Sorcerer,Roy Scheider|Bruno Cremer|Francisco Rabal|Amidou|Ramon Bieri,,William Friedkin,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,dynamite|car journey|nicaragua|criminal|explosives,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,121,Action|Thriller|Adventure,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,48,7.4,1977,79151182.7165477,43173372.3908442
16220,tt0076929,0.175656999999999,1200000,9000000,Wizards,Bob Holt|Jesse Welles|Richard Romanus|David Proval,,Ralph Bakshi,An epic fantasy of peace and magic.,elves|assassin|technology|mutant|world war ii,An ambiguous battle between good and evil wages in a post-apocalyptic earth populated by netherworld creatures who have re-emerged after the nuclear winter. Two wizard twin brothers - the evil Blackwolf and the good Avatar - battle for supremacy. The war turns in Blackwolf's favor when he discovers the methods of warfare used by the ill-fated humans of the past.,80,Animation|Fantasy|Science Fiction,20th Century Fox,2/9/77,26,6,1977,4317337.23908442,32380029.2931331
10670,tt0076636,0.15041,0,0,Rollercoaster,George Segal|Richard Widmark|Timothy Bottoms|Henry Fonda|Susan Strasberg,,James Goldstone,Watch out for the Man watching the Rollercoaster,bomb|terrorist|fbi|blackmail|investigation,The plot is about a guile young terrorist who is able to blackmail a series of companies by placing home-made radio controlled bombs within the central attraction of amusement parks; roller coasters. The young man played by Timothy Bottoms gives a hard time to the cops after they give him UV marked money. He then wants revenge and places a bomb in a roller coaster at the most important amusement park event of the year.,119,Action|Thriller,Universal Pictures,6/10/77,10,6,1977,0,0
42218,tt0075989,0.108321,0,0,Empire of the Ants,Joan Collins|Robert Lansing|John David Carson|Albert Salmi|Jacqueline Scott,,Bert I. Gordon,It's no picnic!,florida|mutant|everglades|radioactive|independent film,Sleazy scam artist Joan Collins tries to sell phony real estate deals down in the Florida everglades. What she and her unsuspecting buyers don't know is the area has been taken over by giant ants!,89,Horror|Science Fiction,Cinema 77,6/29/77,11,4.6,1977,0,0
33665,tt0079672,0.080226,0,0,Opening Night,Gena Rowlands|John Cassavetes|Ben Gazzara|Joan Blondell|Paul Stewart,,John Cassavetes,,alcohol|stalker|independent film|obsessed fan,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.,144,Drama,Faces Distribution,12/22/77,10,6.2,1977,0,0
26680,tt0076704,0.071172,200000,0,Shock Waves,Peter Cushing|John Carradine|Brooke Adams|Fred Buch|Jack Davidson,,Ken Wiederhorn,The Deep End of Horror!,nazis|zombies island|campy|deserted island,Visitors to a remote island discover that a reclusive Nazi commandant has been breeding a group of zombie soldiers.,85,Horror,Zopix Company,7/15/77,11,4.9,1977,719556.20651407,0
20785,tt0075988,0.002457,0,0,Emmet Otter's Jug-Band Christmas,,,Jim Henson,,holiday,A poor otter family risks everything for the chance to win the cash prize of a talent contest for Christmas.,48,Drama|Comedy|Family,,1/1/77,10,7.5,1977,0,0
17654,tt1136608,3.744956,30000000,210819611,District 9,Sharlto Copley|Jason Cope|Nathalie Boltt|Sylvaine Strike|Elizabeth Mkandawie,http://www.d-9.com/,Neill Blomkamp,You are not welcome here.,slum|street gang|refugee camp|extraterrestrial technology|new zealand,"Aliens land in South Africa and have no way home. Years later after living in a slum and wearing out their welcome the ""Non-Humans"" are being moved to a new tent city overseen by Multi-National United (MNU). The movie follows an MNU employee tasked with leading the relocation and his relationship with one of the alien leaders.",112,Action|Thriller|Science Fiction,WingNut Films|TriStar Pictures|Key Creatives|Block / Hanson|Canadian Film or Video Production Tax Credit (CPTC),8/5/09,2141,7.1,2009,30492013.0237486,214277144.142453
10528,tt0988045,3.431559,90000000,524028679,Sherlock Holmes,Robert Downey Jr.|Jude Law|Rachel McAdams|Mark Strong|Eddie Marsan,http://sherlock-holmes-movie.warnerbros.com/,Guy Ritchie,Nothing escapes him.,detective|scotland yard|coffin|black magic|arrest,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,128,Adventure|Drama|Action|Comedy|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.|Internationale Filmproduktion Blackbird Dritte|Wigram Productions,1/7/09,4118,6.9,2009,91476039.0712458,532622976.829525
13811,tt0448011,1.357091,50000000,155446362,Knowing,Nicolas Cage|Rose Byrne|Chandler Canterbury|Ben Mendelsohn|Nadia Townsend,http://knowing-themovie.com/,Alex Proyas,Knowing is everything...,cataclysm|code|drawing and painting|suspense|end of the world,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,121,Action|Adventure|Drama|Mystery|Science Fiction,Summit Entertainment|Mystery Clock Cinema|Escape Artists|Goldcrest Pictures|Kaplan/Perrone Entertainment,3/19/09,817,5.7,2009,50820021.7062476,157995749.819944
19994,tt1131734,1.104112,16000000,31556061,Jennifer's Body,Megan Fox|Amanda Seyfried|Johnny Simmons|Adam Brody|J.K. Simmons,,Karyn Kusama,She's evil... and not just high school evil.,bloodthirstiness|high school|sexual murder|horror|gore,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,100,Comedy|Horror,Dune Entertainment|Fox Atomic,9/18/09,441,5.2,2009,16262406.9459992,32073594.0996735
10521,tt0901476,1.074072,30000000,114663461,Bride Wars,Anne Hathaway|Kate Hudson|Bryan Greenberg|Chris Pratt|Steve Howey,http://www.bridewars.com,Gary Winick,May the best bride win,bride|friendship|engagement|rivalry|wedding,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,89,Comedy,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Dune Entertainment III|New Regency Pictures,1/9/09,501,5.8,2009,30492013.0237486,116543991.538669
13788,tt1139668,1.039442,16000000,76514050,The Unborn,Odette Annable|Gary Oldman|Meagan Good|Cam Gigandet|Idris Elba,http://www.theunbornmovie.net/,David S. Goyer,Evil will do anything to live.,,A young woman fights the spirit that is slowly taking possession of her.,87,Horror|Thriller|Mystery,Rogue Pictures|Phantom Four|Platinum Dunes|Relativity Media,1/9/09,186,4.9,2009,16262406.9459992,77768913.6366584
26390,tt1210042,0.905416,17000000,29536299,Brooklyn's Finest,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,,Antoine Fuqua,This is War. This is Brooklyn.,female nudity|tattoo|gambling|corruption|father-son relationship,Brooklyn's Finest takes place within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects in the NYPD's sixty-fifth precinct. Three policemen struggle with the sometimes fine line between right and wrong.,133,Crime|Drama|Thriller,Nu Image Films|Langley Productions|Thunder Road Productions|Fuqua Films|Millennium Films,1/16/09,161,6.1,2009,17278807.3801242,30020707.1260444
23367,tt0976222,0.790326,20000000,5210988,Bandslam,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,http://bandslam-movie.com/,Todd Graff,Band Together,new jersey|musical|battle of the bands|teenager|rock band,A high school social outcast and the popular girl bond through a shared love of music.,111,Comedy|Drama|Family|Music,Summit Entertainment|Goldsmith-Thomas Productions|Walden Media,8/6/09,75,5.5,2009,20328008.682499,5296450.46541992
38448,tt1235796,0.710966,12000000,1644755,Ondine,Colin Farrell|Alicja Bachleda-CuruÅ›|Dervla Kirwan|Alison Barry|Marion O'Dwyer,http://www.ondinefilm.com,Neil Jordan,The truth is not what you know. It's what you believe.,alcohol|mermaid|wedding dress|fishing net|selkie,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,111,Drama|Romance,Octagon Films|Irish Film Board|Wayfare Entertainment|Little Wave Productions|Start Motion Pictures,9/14/09,36,6.2,2009,12196805.2094994,1671729.69602918
8054,tt1054606,0.643164,30000000,61808775,The Imaginarium of Doctor Parnassus,Christopher Plummer|Heath Ledger|Johnny Depp|Jude Law|Colin Farrell,http://doctorparnassus.com/,Terry Gilliam,,circus|immortality|aftercreditsstinger|duringcreditsstinger|old people,A traveling theater company gives its audience much more than they were expecting.,123,Adventure|Fantasy|Mystery,Infinity Features Entertainment|Davis-Films|TÃ©lÃ©film Canada|The Movie Network|Canadian Film or Video Production Tax Credit (CPTC),10/1/09,502,6.2,2009,30492013.0237486,62822465.7427315
14979,tt1112782,0.569435999999999,25000000,0,Thick as Thieves,Morgan Freeman|Antonio Banderas|Radha Mitchell|Robert Forster|Rade Serbedzija,,Mimi Leder,Never trust a thief.,boardwalk|police investigation|bare midriff|woman director,A master thief recruits a notorious thief to help him steal two famous Faberge eggs from an impenetrable vault in an effort to pull off one final job and repay his debt to the Russian mob.,104,Action|Thriller|Crime,Revelations Entertainment|Grosvenor Park Media Ltd.|Nu Image Entertainment GmbH|Millennium Films|Emmett/Furla Films,1/9/09,117,5.6,2009,25410010.8531238,0
9503,tt0458455,0.535706999999999,0,27412220,Die PÃ¤pstin,John Goodman|Johanna Wokalek|David Wenham|Iain Glen|Edward Petherbridge,http://www.die-paepstin.de/,SÃ¶nke Wortmann,,germany|vatican|pope|empowerment,A 9th century woman of English extraction born in the German city of Ingelheim disguises herself as a man and rises through the Vatican ranks.,149,Drama,Constantin Film|Ikiru Films|Medusa Film|ARD Degeto Film|Universum Film (UFA),10/22/09,47,6.3,2009,0,27861792.3083287
36691,tt1294213,0.520419,15000000,5024782,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,http://www.solitarymanmovie.com/,Brian Koppelman|David Levien,Ben loves his family almost as much as he loves himself,infidelity|bankrupt|lonelyness|comedy|family drama,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,90,Comedy|Drama|Romance,Smartest Man Productions|Millennium Films|Paul Schiff Productions,9/7/09,42,5.7,2009,15246006.5118743,5107190.60618325
35052,tt1183665,0.518084,0,0,Cracks,Eva Green|Juno Temple|MarÃ­a Valverde|Imogen Poots|Ellie Nunn,,Jordan Scott,Innocence isn't lost. It's taken.,england|based on novel|nightmare|uniform|murder,Jealousy flares after the headmistress of an elite boarding school for girls becomes obsessed with a new student.,104,Drama|Mystery|Thriller,Element Pictures|Antena 3 Films|Future Films,12/4/09,63,6.5,2009,0,0
38542,tt1379177,0.510379,800000,867714,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,http://www.alicecreed.com/,J Blakeson,Where is Alice Creed?,sex|bondage|ransom|father|rich,A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,100,Crime|Drama|Thriller,Isle of Man Film|CinemaNX,9/12/09,74,6.3,2009,813120.347299962,881944.886296299
16558,tt1135487,0.508705,78146652,60000000,Duplicity,Clive Owen|Julia Roberts|Paul Giamatti|Tom Wilkinson|Lisa Roberts Gillan,http://www.universalstudiosentertainment.com/duplicity/,Tony Gilroy,Outwit. Outspy. Outsmart. Outplay. Then get out.,spy,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,125,Thriller,Universal Pictures|Laura Bickford Productions|Relativity Media|Medienproduktion Poseidon Filmgesellschaft,3/19/09,124,5.5,2009,79428291.0182116,60984026.0474972
28739,tt0961722,0.501753,10000000,0,Cabin Fever 2: Spring Fever,Rider Strong|Noah Segan|Alexi Wasser|Rusty Kelley|Marc Senter,,Ti West,This time it's spreading.,high school|virus|bottled water,A high school prom faces a deadly threat: a flesh-eating virus that spreads via a popular brand of bottled water.,87,Horror,Tonic Films|Wingman Productions|Tunnel Post|Proud Mary Entertainment|Aloe Entertainment,8/11/09,42,4,2009,10164004.3412495,0
28677,tt1276107,0.47064,6300000,0,Without a Paddle: Nature's Calling,Oliver James|Kristopher Turner|Rik Young|Madison Riley|Amber McDonald,,Ellory Elkayem,Three guys. One chance. No plan.,squirrel|mountains|camping|rafting|independent film,"Venturing into the woods causes nothing but trouble and hilarity for three misguided males in this straight to video spin-off of 2004's ""Without A Paddle"".",96,Action|Adventure|Comedy,Paramount Home Entertainment,1/13/09,10,5.5,2009,6403322.7349872,0
25941,tt1289406,0.429492,7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,,Daniel Barber,Every man has a breaking point.,self-defense|widower,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,103,Thriller|Crime|Drama|Action,HanWay Films|UK Film Council|Marv Films,11/11/09,172,6.6,2009,7419723.16911216,10499159.3352009
29917,tt1258197,0.416013,0,0,Exam,Luke Mably|Adar Beck|Chris Carey|Gemma Chan|Nathalie Cox,http://www.examthemovie.com/,Stuart Hazeldine,How far would you go to win the ultimate job?,gun|room|suspicion|guard|pill,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,101,Thriller|Mystery,Hazeldine Films|Bedlam Productions,6/19/09,232,6.6,2009,0,0
52799,tt1368491,0.401697,0,0,Contracorriente,Tatiana Astengo|Manolo Cardona|Cristian Mercado,http://www.contracorrientelapelicula.com/,Javier Fuentes-LeÃ³n,,gay|fisherman|peru|gay romance|gay relationship,An unusual ghost story set on the Peruvian seaside; a married fisherman struggles to reconcile his devotion to his male lover within his town's rigid traditions.,100,Drama|Romance|Foreign,,9/23/09,26,6.9,2009,0,0
19823,tt0963965,0.401071,10000000,0,Dolan's Cadillac,Christian Slater|Emmanuelle Vaugier|Wes Bentley|Robert Benz|Darla Biccum,,Jeff Beesley,An eight-cylinder fuel-injected coffin.,,A young man attempts to seek to avenge his wife's death after she is murdered by a Las Vegas mobster.,81,Drama|Thriller,Prescience|Minds Eye Entertainment|Footprint Investments,10/23/09,13,5.6,2009,10164004.3412495,0
14141,tt0787470,0.389989,0,0,Balls Out: The Gary Houseman Story,Randy Quaid|Seann William Scott|Leonor Varela|Allen Evangelista|Emilee Wallace,,Danny Leiner,Small balls. Big ambition.,male nudity|tennis racket|tennis|underwear|owl,An overenthusiastic high-school maintenance man attempts to lead an unlikely group of misfits to the Nebraska state tennis championship in Balls Out: The Gary Houseman Story? director Danny Leiner's underdog sports comedy. American Pie star Seann William Scott stars as the ambitious janitor who believes he has what it takes to coach the winning team.,87,Comedy,O.N.C. Entertainment,1/13/09,17,5.4,2009,0,0
16652,tt1235837,0.382268,0,0,Happily N'Ever After 2,G.K. Bowes|Kelly Brewster|Doug Erholtz|Jennie Fahn|Helen Niedwick,,Steven E. Gordon|Boyd Kirkland,,,Fairy tales collide when Mambo and Munk tip the scales of good and evil once again.,75,Family|Animation,Scanbox,3/24/09,25,4,2009,0,0
28118,tt1461418,0.376307,0,0,The Gruffalo,Helena Bonham Carter|Rob Brydon|Robbie Coltrane|James Corden|John Hurt,,Max Lang|Jakob Schuh,,snake|mouse|fox|owl,The magical tale of a mouse who takes a walk though the woods in search of a nut.,27,Animation|Family,Magic Light Pictures,12/25/09,41,6.6,2009,0,0
14711,tt1265998,0.369038,0,0,Afro Samurai: Resurrection,Samuel L. Jackson|Lucy Liu|Mark Hamill|Grey Griffin|Zachary Gordon,http://www.afrosamurai.com/,Fuminori Kizaki,There's no such thing as final vengeance!,samurai,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afroâ€™s bloody path now burn out of control â€“ and nowhere are the flames of hatred more intense than in the eyes of Sio.,91,Animation,Fuji TV,1/25/09,28,6.7,2009,0,0
25137,tt1183251,0.363832,25000000,4388563,Beyond a Reasonable Doubt,Michael Douglas|Jesse Metcalfe|Amber Tamblyn|Joel David Moore|Orlando Jones,,Peter Hyams,,reporter|criminal,Remake of a 1956 Fritz Lang film in which a novelist's investigation of a dirty district attorney leads to a setup within the courtroom.,105,Drama,Aramid Entertainment Fund|Autonomous Films|RKO Pictures|Foresight Unlimited|Signature Entertainment,2/5/09,42,5.6,2009,25410010.8531238,4460537.3383847
24589,tt1537759,0.358304,0,0,Dug's Special Mission,Bob Peterson|Delroy Lindo|Jerome Ranft|Ed Asner|Jordan Nagai,http://www.pixar.com/short_films/Home-Entertainment-Shorts/Dug's-Special-Mission,Ronnie del Carmen,,pixar animated short|dog,"Dug's Special Mission will give ""a little bit of the backstory of what Dug was actually doing"" before encountering Carl and Russell in Up. The short will be directed by Up story supervisor Ronnie Del Carmen.",5,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,11/9/09,48,6.9,2009,0,0
66113,tt0995851,0.339657,7000000,0,In Her Skin,Guy Pearce|Sam Neill|Miranda Otto|Ruth Bradley|Kate Bell,,Simone North,,babysitter|australian|woman director,Tale of a 15-year-old Australian girl who went missing.,107,Drama|Thriller,Screen Australia,3/13/09,17,6.1,2009,7114803.03887467,0
26693,tt1422675,0.338175,0,0,Ju-on: Shiroi rÃ´jo,Hiroki Suzuki|IchirÃ´ta Miyakawa|Natsuki Kasa|Mihiro|Akina Minami,,Ryuta Miyake,,curse|vengeful ghost|ju-on,Akane begins seeing visions of a female ghost wearing the same yellow hat and red satchel she wore as a school child.,61,Horror,Cell|Oz Company|Toei Video Company,6/27/09,12,6.2,2009,0,0
14857,tt1138489,0.335612,0,0,Personal Effects,Michelle Pfeiffer|Ashton Kutcher|Kathy Bates|Spencer Hudson|John Mann,,David Hollander,The space between loss and love.,cemetery|dying and death|autopsy,Walter is a rising star in the NCAA wrestling world until his life is ripped apart by the brutal murder of his sister. Returning home to console his mother Gloria he seeks vengeance on the man who is accused of the crime. A chance meeting with a beautiful mature woman gives him solace to the situation. Will this unlikely pairing bloom into a romance and heal a wound the world cannot see or will the loss of his sister push him over the edge?,110,Drama,CinÃ©film AG|Insight Film Studios|Picture Park|TADORA Filmproduktions|Netter Productions,2/6/09,23,5.1,2009,0,0
16167,tt1063056,0.116657,0,66456,From Within,Elizabeth Rice|Thomas Dekker|Kelly Blatz|Laura Allen|Adam Goldberg,http://www.fromwithinmovie.com,Phedon Papamichael,Death is catching.,,The residents of a small American town begin to die one-by-one apparently by suicide...,89,Horror|Mystery|Thriller,Burgundy Films,3/31/09,14,6.1,2009,0,67545.9072502079
26587,tt1331307,0.322516,0,0,Dread,Jackson Rathbone|Shaun Evans|Hanne Steen|Laura Donnelly|Jonathan Readwin,,Anthony DiBlasi,,nightmare|primal fear,Three college students set out to document what other people dread most.,108,Horror|Drama|Thriller,Matador Pictures|Midnight Picture Show|Essential Entertainment,7/14/09,31,5.8,2009,0,0
17669,tt1197580,0.317069,0,0,The Last Templar,Mira Sorvino|Victor Garber|Scott Foley|Anthony Lemke|Kenneth Welsh,,Paolo Barzman,,,An adaptation of Raymond Khoury's novel about a New York archaeologist researching the lost secrets of the medieval Knights Templar.,170,Adventure|Fantasy|Drama|Thriller,Muse Entertainment Enterprises,1/1/09,10,4.9,2009,0,0
79896,tt1336006,0.3106,0,0,The Revenant,Chris Wylde|David Anders|Louise Griffiths|Jacy King,http://www.therevenantmovie.com/,D. Kerry Prior ,What could be worse than having your best friend die?,police|vigilante|blood|gangster|revenant,A horror movie/buddy comedy about Joey and his undead friend Bart who comes back from the dead as a revenant: an articulate zombie that needs to drink blood to arrest the decomposition of his body.,110,Comedy|Horror,Putrefactory Limited|Wanko Toys,8/16/09,30,5.5,2009,0,0
33511,tt1266029,0.302925,0,0,Nowhere Boy,Aaron Taylor-Johnson|Kristin Scott Thomas|David Morrissey|Anne-Marie Duff|Sam Bell,http://www.nowhereboy.co.uk/,Sam Taylor-Johnson,As a boy all John Lennon needed was love.,musical|crying|dark past|kidnapping attempt|reference to tchaikovsky,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,98,Drama,Ecosse Films,12/25/09,152,6.9,2009,0,0
37565,tt1210106,0.30092,0,0,St Trinian's 2: The Legend of Fritton's Gold,Talulah Riley|Rupert Everett|Gemma Arterton|David Tennant|Colin Firth,,Oliver Parker|Barnaby Thompson,,treasure hunt|girls' boarding school|pirate,The girls of St. Trinians are on the hunt for buried treasure after discovering headmistress Miss Fritton is related to a famous pirate.,106,Comedy|Adventure,Ealing Studios,12/18/09,46,5.1,2009,0,0
14028,tt1208647,0.299873,0,0,Behind Enemy Lines III: Colombia,Keith David|Joe Manganiello|Channon Roe|Yancey Arias|Chris J. Johnson,http://belc.wwe.com,Tim Matheson|Reynaldo Rodriguez,,invasion|teamwork,Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,94,War|Action|Thriller,20th Century Fox Home Entertainment|WWE Studios,1/6/09,23,5.3,2009,0,0
22683,tt1295085,0.263791,0,0,Gifted Hands: The Ben Carson Story,Cuba Gooding Jr.|Kimberly Elise|Aunjanue Ellis|Ele Bardha|Loren Bass,http://www.tnt.tv/movies/giftedhands/,Thomas Carter,,biography,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,86,Drama,The Hatchery|Sony Pictures Television|Magna Global Entertainment|Johnson & Johnson Spotlight Presentations|Thomas Carter Company,2/7/09,48,7.2,2009,0,0
